customer_id,customer_fname,customer_lname,revenue_per_customer
9932,Wayne,Smith,1629.73
697,Harold,Pratt,1624.8600000000001
3888,Scott,Robles,1621.8700000000001
439,Rose,Delgado,1619.8700000000001
9314,Olivia,Smith,1609.8500000000001
38,Mary,Smith,1609.8100000000002
8071,Gary,Baker,1599.92
9748,Mary,Smith,1599.92
10198,Mary,Smith,1599.91
676,Robert,Smith,1599.8600000000001
9907,Steven,Kaiser,1599.8400000000001
11407,Steven,Powers,1599.7900000000002
1909,Mary,Smith,1599.7700000000002
1375,Linda,Smith,1589.9
5368,Gerald,Smith,1589.8700000000001
10380,Mary,Smith,1589.86
3365,William,Crawford,1589.7900000000002
3603,Susan,Smith,1584.76
3096,Stephanie,Larson,1579.93
8110,Catherine,Smith,1579.88
4667,Cheryl,Gonzalez,1579.8100000000002
2134,Mary,Gibbs,1573.8700000000001
9237,Mary,Fox,1569.8400000000001
9869,Mary,Smith,1569.8400000000001
624,Mary,Ruiz,1569.8
4457,Roger,Smith,1569.7600000000002
11702,Tiffany,Jimenez,1569.75
687,Ronald,Harrison,1569.69
4318,Mary,Fletcher,1565.72
5778,Evelyn,Smith,1557.8600000000001
73,Mary,Smith,1549.91
4535,Ruth,Brown,1549.91
10241,Patricia,Kidd,1549.91
5068,Anna,Smith,1549.9
5413,Mary,Smith,1549.9
5987,Mary,Smith,1549.9
1069,Mary,Daniel,1549.89
3337,Jeffrey,Smith,1549.8600000000001
8192,Kathryn,Marshall,1549.8600000000001
1445,Linda,Ortiz,1549.8400000000001
484,Shirley,Richardson,1549.84
2689,Matthew,Smith,1549.82
435,Joan,Barr,1549.8100000000002
2162,Margaret,Smith,1549.81
6065,Thomas,Simmons,1549.8000000000002
430,Mary,Smith,1539.8300000000002
394,David,Smith,1535.8600000000001
9579,Beverly,White,1529.92
3099,Brittany,Copeland,1529.89
9341,Karen,Collins,1529.89
7764,Mary,Wilson,1529.88
7597,Catherine,Smith,1525.72
7108,Timothy,Smith,1519.92
11884,Evelyn,Contreras,1519.9
70,Mary,Simmons,1519.8100000000002
5958,Mary,Brown,1515.63
9819,Crystal,Smith,1509.9
3671,Mary,Johnson,1509.8700000000001
7515,Mary,Smith,1509.8500000000001
2257,Matthew,Burgess,1509.8400000000001
10133,Alexander,Smith,1509.73
141,Mary,Mcmahon,1499.93
8181,Mary,Long,1499.92
1380,Mary,Smith,1499.88
9010,David,Donovan,1499.8700000000001
3968,Catherine,Pacheco,1499.8600000000001
5877,Mary,Patel,1499.8500000000001
984,Amy,Smith,1499.8400000000001
8327,Mary,Paul,1499.8400000000001
3336,Sandra,Hunter,1499.76
1464,Amber,Dixon,1489.8600000000001
1568,Mary,Larson,1489.8600000000001
11106,Mary,Navarro,1489.8500000000001
7434,Mary,Holloway,1489.84
9103,Nathan,Smith,1479.95
9223,Carl,Perez,1479.92
10416,Mary,Goodwin,1479.91
3942,Stephanie,Smith,1479.88
1232,Betty,Smith,1479.8700000000001
2831,Mary,Padilla,1479.8500000000001
12096,Amber,Smith,1479.8500000000001
4807,Raymond,Rodgers,1479.8400000000001
3187,Mary,Clark,1469.89
6106,Paul,Moore,1469.8600000000001
1593,Nicholas,Summers,1469.8200000000002
8446,James,Carlson,1469.81
3516,Elizabeth,Smith,1467.7900000000002
6489,Maria,Macdonald,1465.8200000000002
1534,Ronald,Smith,1459.91
11517,Kathy,Kelley,1459.8500000000001
540,Mary,Tran,1459.8
4893,William,Smith,1454.91
2446,Paul,Hamilton,1454.7800000000002
10211,Jeffrey,Smith,1449.93
9643,Olivia,Smith,1449.8500000000001
6579,Mary,Long,1449.8300000000002
5187,Mary,Smith,1449.8
7194,Cynthia,Taylor,1444.8700000000001
9275,Jason,Schwartz,1439.86
3373,Mary,Willis,1439.8500000000001
1346,Mary,Gutierrez,1439.83
2010,Mary,Smith,1439.8200000000002
2796,Mary,Matthews,1439.75
2494,Mary,Griffin,1437.8500000000001
880,Mary,Guzman,1429.92
8447,Michael,Smith,1429.8700000000001
7852,Mary,Greene,1429.8500000000001
12106,Mary,Smith,1429.85
898,Cheryl,Smith,1429.8400000000001
4196,Mary,Huffman,1429.7900000000002
7664,Brandon,Walker,1429.78
11378,Mary,Foster,1429.77
10553,Michael,Shea,1421.8400000000001
9325,Mary,Navarro,1419.8600000000001
5959,Thomas,Humphrey,1419.8500000000001
11376,Charles,Mason,1419.8400000000001
8166,Patricia,Smith,1419.8200000000002
5441,Sharon,Smith,1419.74
10233,Mary,Bennett,1414.85
8193,Mary,Smith,1414.84
674,Jose,Reynolds,1412.7800000000002
5570,Mary,Smith,1409.9
734,Mary,Smith,1409.8700000000001
3855,Amy,Smith,1409.8700000000001
7670,Anna,Smith,1409.8600000000001
9924,Christine,Smith,1409.83
10834,Susan,Sullivan,1409.8200000000002
8758,Mary,Shelton,1404.8000000000002
2266,Kevin,Garcia,1399.94
7917,Ashley,Palmer,1399.93
9193,Marie,Smith,1399.91
10699,Mary,Lee,1399.91
2988,Amy,Torres,1399.9
6816,Steven,Smith,1399.89
1373,Mary,Smith,1399.8500000000001
990,Mary,Ellison,1399.8200000000002
5828,Katherine,Oconnell,1399.78
3838,Joseph,Jackson,1399.7
8396,Mary,Brady,1395.92
3948,George,Smith,1394.88
11782,Michelle,Dickson,1389.92
11683,James,Guzman,1389.91
3699,Charles,Walker,1389.88
9967,Linda,Herman,1389.8700000000001
3726,Robert,Smith,1389.8100000000002
991,John,Smith,1389.79
58,Michael,Edwards,1389.77
4798,Mary,Smith,1379.91
10875,Mary,Thompson,1379.91
894,Mary,Sawyer,1379.9
5626,Frank,Morgan,1379.89
10777,Martha,Smith,1379.89
6418,Olivia,Owens,1379.88
2371,Barbara,Smith,1379.8600000000001
6187,Mary,Hess,1379.8500000000001
4663,Paul,Smith,1379.8400000000001
3580,Jessica,Larson,1379.81
3223,Thomas,White,1379.79
4009,Mary,Ayers,1379.73
2204,Mary,Smith,1374.76
8314,Angela,Walsh,1371.75
9141,Ronald,Clark,1369.92
5001,Ann,Waller,1369.8700000000001
5112,Mary,Smith,1369.8400000000001
2769,Mary,Hendricks,1369.83
2572,Mary,Smith,1369.8100000000002
209,Thomas,Moore,1369.77
7963,Mary,Fisher,1369.74
11647,Mary,Ryan,1367.79
3886,Brian,Smith,1363.75
1572,Brandon,Smith,1359.89
7940,Mary,Mejia,1359.8600000000001
11079,Russell,Smith,1359.8500000000001
28,Timothy,Smith,1359.8200000000002
1628,Benjamin,Smith,1359.8
11637,Mary,Smith,1359.73
12396,Rachel,Horn,1354.8200000000002
993,Mary,Davis,1349.94
1875,Daniel,Pham,1349.94
3740,Mary,Smith,1349.94
3018,Mary,Smith,1349.92
6062,Thomas,Mejia,1349.91
8005,Robert,Lambert,1349.9
2051,Maria,Stanley,1349.88
8725,Ashley,Smith,1349.8400000000001
12213,Mary,Smith,1349.8400000000001
5914,Nicholas,Smith,1349.8300000000002
11861,Brittany,Bentley,1345.92
3632,Albert,Flores,1343.7800000000002
4974,Mary,Smith,1339.92
7593,Roger,Bowman,1339.92
3858,Martha,Smith,1339.9
5560,Mary,Rodriguez,1339.8200000000002
9402,Amber,Smith,1339.81
8211,Ronald,Mcneil,1339.8
9785,Barbara,Barnes,1339.8
10454,Anthony,Leblanc,1331.77
2656,Charles,Smith,1329.94
4621,Doris,Smith,1329.94
936,Mary,Smith,1329.93
10618,Mary,Ortega,1329.93
3071,Mary,Meadows,1329.91
11067,Anthony,Zimmerman,1329.89
10812,Mary,Powell,1329.8700000000001
1385,Catherine,Smith,1329.8600000000001
5480,Matthew,Jones,1329.8600000000001
10308,Mary,Smith,1329.85
5289,Jacob,Russo,1329.8300000000002
5590,Frank,Williams,1324.91
4481,Mary,James,1324.88
6948,Mary,Smith,1324.8400000000001
4005,Virginia,Dyer,1323.8100000000002
6024,Jesse,Berry,1322.7800000000002
3168,Mary,Smith,1319.8500000000001
6696,Mary,Spencer,1319.8400000000001
11218,Louis,Novak,1319.79
6316,Kyle,Smith,1319.7800000000002
3720,Mary,Bowman,1319.68
225,Megan,Watson,1317.8300000000002
12423,Stephen,Smith,1314.8300000000002
12149,Mary,Smith,1313.8
7836,Mary,Herman,1309.94
2212,Mary,Smith,1309.91
4212,Robert,Mendez,1309.8899999999999
1152,Maria,Smith,1309.88
12101,Samantha,Smith,1309.8700000000001
18,Robert,Smith,1309.8500000000001
6998,Catherine,Jimenez,1309.8400000000001
3764,Ethan,Smith,1307.8600000000001
11489,Dorothy,Hudson,1304.8100000000002
11646,Joe,Snyder,1304.7700000000002
9211,Lauren,Kramer,1299.94
4045,Mary,Neal,1299.93
3238,Benjamin,Hoffman,1299.91
5056,Mary,Smith,1299.91
6476,Julie,Smith,1299.91
11258,Mary,Smith,1299.91
7417,Mary,Soto,1299.9
2553,Hannah,Ellison,1299.89
4251,Mary,Serrano,1299.88
11127,Mary,Tucker,1299.88
3147,Daniel,Diaz,1299.8600000000001
6244,Mary,Smith,1299.85
900,George,Smith,1299.8400000000001
5179,Robert,Smith,1299.8400000000001
2301,Mary,Smith,1299.8200000000002
303,Thomas,Rowe,1299.7700000000002
3317,Betty,Smith,1299.76
9231,Mary,Smith,1298.81
11942,Mary,Bernard,1294.8700000000001
7127,Catherine,Escobar,1294.76
10567,Diana,Smith,1289.9
3822,Mary,Smith,1289.89
2595,Amy,Smith,1289.88
4406,Mary,Smith,1289.8100000000002
1982,Kathryn,Nolan,1289.79
859,Dorothy,Hawkins,1289.75
3162,Wayne,Smith,1287.8700000000001
700,Mary,Cummings,1284.8300000000002
773,Dylan,Horton,1279.94
5350,Timothy,Solomon,1279.9
10655,Larry,Bass,1279.88
5668,Christina,Hawkins,1279.8600000000001
5519,Deborah,Archer,1279.8500000000001
2231,Mary,Freeman,1279.81
8312,Amber,Farrell,1279.7900000000002
2994,Mary,Lawson,1279.78
3896,Alexander,Smith,1274.87
5192,Susan,Smith,1269.92
1893,Mary,Wilson,1269.9
11109,William,Smith,1269.9
7777,Evelyn,Rogers,1269.89
7445,Mary,Smith,1269.88
9836,Shirley,Sullivan,1269.8200000000002
5484,Stephanie,Clark,1264.8500000000001
12129,Mary,Perkins,1261.8300000000002
11530,Richard,Gibson,1261.71
10320,David,Smith,1259.92
10038,Julie,Smith,1259.91
5113,Judith,Osborne,1259.9
3280,Kathleen,Smith,1259.89
8989,Sarah,Aguilar,1259.89
2652,Martha,Santiago,1259.88
1022,Mary,Smith,1259.8600000000001
4711,Ryan,Smith,1259.8600000000001
1035,Nancy,Blair,1259.85
4148,Debra,Hendrix,1259.85
5296,Evelyn,Jefferson,1259.8100000000002
11135,Michelle,Kirk,1259.81
11285,Christian,Smith,1259.8
6886,Jessica,Peck,1254.8200000000002
8529,Mary,Watts,1254.72
1632,Deborah,Smith,1249.95
3136,Mary,Sharp,1249.94
7658,Mary,Smith,1249.94
8099,Ashley,Sosa,1249.91
5058,Mary,Salinas,1249.8700000000001
5849,Mary,Conrad,1249.8700000000001
10731,Mary,Smith,1249.8500000000001
3375,Mary,Sanchez,1249.76
4939,Carol,Jackson,1249.72
7721,Mary,Jenkins,1247.8400000000001
12414,Mary,Woodward,1247.81
3558,Mary,Smith,1244.89
4290,Lori,Davis,1244.8300000000002
377,Mary,Smith,1243.8400000000001
9337,Mary,Smith,1241.9
9670,Mary,Crane,1239.91
11055,Mary,Smith,1239.89
4704,Henry,James,1239.88
11452,Kathleen,Orr,1239.8600000000001
4277,Mary,Juarez,1239.8400000000001
10098,Angela,Delacruz,1239.7800000000002
9926,Aaron,Bush,1239.77
5699,Mildred,Murphy,1233.89
11922,Donald,Taylor,1229.95
8612,Emma,Smith,1229.94
1806,Roger,Smith,1229.93
8664,Mary,Smith,1229.93
12094,Mary,Smith,1229.93
2993,Mildred,Clark,1229.92
9792,Judith,Bailey,1229.91
1695,Amanda,Marquez,1229.9
11711,Mary,Park,1229.9
12205,Roy,Smith,1229.9
8571,Jason,Nunez,1229.89
9539,Mary,Smith,1229.88
4490,Elizabeth,Smith,1229.8799999999999
5085,Janet,Jones,1229.8700000000001
452,Carl,Smith,1229.8600000000001
5053,Mary,Smith,1229.8500000000001
280,Mary,Ortiz,1229.85
8948,Russell,Smith,1229.8
9701,Lisa,Allen,1229.78
11995,Mary,Smith,1229.75
9640,Andrea,Leonard,1227.9
10316,Martha,Phelps,1219.92
12088,Mary,Smith,1219.92
4907,Amanda,Lopez,1219.91
5952,Jacob,Smith,1219.91
6145,Tiffany,Wade,1219.9
6927,Mary,Cohen,1219.9
12103,Mary,Smith,1219.89
8376,Catherine,Moreno,1219.88
5878,Sharon,Smith,1219.8700000000001
3839,Adam,Smith,1219.73
4347,Angela,Merritt,1214.91
5442,Judy,Mccarthy,1213.8400000000001
4201,Mary,Smith,1209.94
10814,Carol,Mejia,1209.93
7684,Evelyn,Harper,1209.9
10936,Johnny,Barron,1209.9
4227,Mary,Barnes,1209.88
4330,Robert,Cantrell,1209.88
9417,Mary,Nguyen,1209.8700000000001
495,Marilyn,Smith,1209.8600000000001
10361,Barbara,Smith,1209.8300000000002
2439,Mary,Smith,1209.8100000000002
7640,Mary,Torres,1205.7900000000002
8890,Mary,Rhodes,1199.95
4146,Mary,Brock,1199.94
615,Mary,Smith,1199.93
7498,Marie,Smith,1199.93
685,Crystal,Smith,1199.92
1054,Barbara,Cooley,1199.92
8525,Mary,Smith,1199.92
11728,Laura,Smith,1199.92
229,Mary,Garrett,1199.91
10930,Gerald,Smith,1199.91
77,Shirley,Dalton,1199.9
1288,Evelyn,Thompson,1199.9
2111,Joan,Smith,1199.9
5382,Mary,Smith,1199.9
8296,Mary,Smith,1199.9
11613,Diane,Taylor,1199.88
1497,Judith,Richards,1199.8700000000001
8517,Debra,Smith,1199.8700000000001
9482,Mary,Clayton,1199.87
2794,Patricia,Allen,1199.8600000000001
1107,Nicole,Miller,1199.8500000000001
2406,Mary,Adams,1199.8500000000001
11493,Julia,Flores,1199.83
363,Jennifer,Obrien,1199.7900000000002
4177,Linda,Smith,1199.79
5837,Denise,Coffey,1197.8
8370,Mary,Smith,1195.9
11924,Mary,Ramos,1189.92
9058,Mary,Ramos,1189.91
5618,Victoria,Morales,1189.9
2882,Mary,Decker,1189.8500000000001
3081,Bruce,Thornton,1189.79
11046,Scott,Davidson,1189.76
12249,Susan,Mann,1185.88
173,Jose,Smith,1179.95
5629,Mary,Carey,1179.95
10697,Jennifer,Delacruz,1179.95
8065,Margaret,Smith,1179.94
11962,Diana,Smith,1179.93
1415,Mary,Peterson,1179.92
5779,Mary,Powell,1179.92
4902,Martha,Garcia,1179.91
11235,Judy,Church,1179.91
4132,Thomas,Smith,1179.9
3885,Andrew,Compton,1179.8899999999999
4855,Tyler,Key,1179.8500000000001
10890,Doris,Moody,1179.85
9092,James,Smith,1179.84
11510,Ryan,Smith,1179.84
8766,Mary,Duncan,1179.8300000000002
7227,Mary,Hernandez,1179.82
10801,Ryan,Larson,1179.81
5738,Mildred,Taylor,1179.8
1807,Mary,Curtis,1179.7400000000002
1886,Mark,Smith,1171.8300000000002
398,Teresa,Smith,1169.94
7757,Donna,Davis,1169.94
4067,Mary,Smith,1169.92
9366,Mary,Church,1169.91
1586,Nancy,Williams,1169.9
3331,Diane,Martinez,1169.85
2588,Mary,Smith,1169.8400000000001
5469,Mary,Bradley,1169.84
6122,Johnny,Smith,1169.76
3389,Mary,Martinez,1167.8400000000001
1907,Mary,Davis,1164.89
8788,Mary,Smith,1163.89
3835,Mary,Smith,1163.81
2803,Mary,Spencer,1161.8500000000001
2938,Nicole,Smith,1161.8300000000002
5980,Betty,Smith,1161.8200000000002
1431,Mary,Barrera,1159.94
1297,Christopher,Roberts,1159.93
376,Grace,Sanchez,1159.92
9405,Ashley,Smith,1159.92
9382,Mary,Rowe,1159.91
4088,Kathleen,Reynolds,1159.9
8709,Mary,Smith,1159.9
2775,Mary,Hayes,1159.88
5446,Mary,Smith,1159.88
11173,Kathleen,Mayer,1159.8400000000001
43,Mary,Herring,1159.8300000000002
6857,Scott,Fuller,1159.83
9969,Mary,Wright,1159.82
5066,Mary,Jones,1159.8000000000002
5331,Victoria,Hines,1157.8
12069,Brittany,Gardner,1155.93
7522,David,Smith,1155.83
1499,Mary,Smith,1154.88
6846,Joe,White,1154.8200000000002
8480,Gary,Meza,1149.95
3879,Melissa,Davis,1149.94
11289,Mary,Wang,1149.94
11866,Mary,Smith,1149.94
261,Mary,Parker,1149.93
2799,Mary,Smith,1149.91
8300,Mary,Reynolds,1149.91
6036,Barbara,Smith,1149.9
9971,Mary,Smith,1149.9
255,Mary,Smith,1149.89
3219,Mary,French,1149.89
1109,Mary,Smith,1149.8700000000001
3163,Mary,Carlson,1149.8600000000001
3965,Mary,Douglas,1149.8600000000001
5705,Joyce,Frazier,1149.8400000000001
7457,Cheryl,Smith,1149.84
1102,Lisa,Hensley,1149.83
7850,Mary,Lara,1149.8200000000002
1927,Laura,Stevens,1149.81
5670,Rachel,Bailey,1149.71
1825,Mary,Obrien,1145.92
9108,Kathryn,Smith,1144.88
4484,Gloria,Smith,1139.92
1285,Ruth,Petersen,1139.91
3391,Rebecca,Smith,1139.9
6133,Mary,Smith,1139.89
7143,Mary,Burnett,1139.89
6566,David,Beck,1139.88
6910,Carol,Smith,1139.88
11676,Anna,Olsen,1139.88
8975,Nancy,Mata,1139.87
8787,Janice,Pittman,1139.8600000000001
1058,Martha,Smith,1139.8500000000001
10219,Nicholas,Smith,1139.83
11073,Mary,Smith,1139.83
11562,Mary,Baird,1139.82
1085,Evelyn,Brady,1139.74
9019,Carol,Davila,1135.8200000000002
1677,Virginia,Robles,1129.94
7953,Mary,Brown,1129.93
11154,Pamela,Dickerson,1129.93
3050,Mary,Smith,1129.92
2550,Christian,Castillo,1129.9
6383,David,Maxwell,1129.9
6506,Anna,Bailey,1129.9
8122,Jesse,Webster,1129.9
10802,Mary,Smith,1129.89
4796,Kelly,Mcbride,1129.88
2990,Michael,Smith,1129.8700000000001
5688,Robert,Smith,1129.87
8245,Thomas,Gray,1129.87
3003,Lawrence,Murphy,1129.8600000000001
5694,Mary,Potter,1129.8600000000001
6968,Mary,Sims,1129.8600000000001
8713,Mary,Newman,1129.86
9862,Mary,Decker,1129.85
5961,Kevin,Ruiz,1129.8200000000002
11068,Roger,Smith,1129.8000000000002
3643,Donald,Smith,1129.8
3057,Mary,Smith,1127.89
7216,Mary,Hendrix,1124.91
10172,Mary,Pugh,1124.9
9122,Carl,Russo,1124.8600000000001
6759,Matthew,Smith,1124.83
9490,Mary,Glass,1124.8000000000002
10370,Mary,Mcintosh,1119.92
1969,Ethan,Alexander,1119.91
4399,Richard,Smith,1119.9
475,Brittany,Gibbs,1119.8899999999999
4380,Mary,Lopez,1119.88
12240,Mary,Levy,1119.8600000000001
5960,Margaret,Smith,1119.85
9576,Hannah,Pena,1119.8200000000002
238,Charles,Turner,1114.8600000000001
3567,Thomas,Schroeder,1111.8400000000001
12305,Stephanie,Leblanc,1109.88
374,Mary,Camacho,1109.8600000000001
5749,Mary,Smith,1109.8600000000001
7262,Laura,Lee,1109.8500000000001
8308,Kathy,Smith,1103.88
2646,Mary,Daugherty,1099.96
8565,Mary,Smith,1099.95
26,Johnny,Hood,1099.94
4725,Gerald,Camacho,1099.94
6935,Debra,Preston,1099.94
10510,Kevin,Knapp,1099.94
10711,Cynthia,Campbell,1099.94
9476,Linda,Hoffman,1099.93
2063,Mary,Morris,1099.92
1809,Mary,Smith,1099.91
2330,Sharon,Sellers,1099.91
3347,Mary,Christian,1099.91
3753,Hannah,Smith,1099.91
5861,Mary,Mann,1099.91
11357,Mary,Smith,1099.91
3812,Robert,Hayes,1099.9
5586,Catherine,Smith,1099.9
4476,Mary,Ortiz,1099.89
9348,Eric,Smith,1099.88
11826,Barbara,Fritz,1099.88
2819,Julie,Lin,1099.87
6026,Diana,Smith,1099.87
7854,Mary,Allen,1099.87
12335,Mary,Riley,1099.87
4636,Karen,Smith,1099.8600000000001
6359,Jerry,Smith,1099.8600000000001
6581,Christian,Smith,1099.8400000000001
2107,Paul,Smith,1099.82
5762,Crystal,Foster,1099.77
5388,David,Ashley,1089.95
3297,Bryan,Lewis,1089.93
4125,Mary,Smith,1089.93
5867,Beverly,Jackson,1089.93
3830,William,Smith,1089.9
4908,Ann,Mccoy,1089.89
3082,Mary,Smith,1089.88
778,John,Buckley,1089.8600000000001
538,Joshua,Livingston,1089.8400000000001
8971,Mary,Gill,1089.8400000000001
7415,Mary,Smith,1089.81
12230,Mary,Smith,1085.89
10396,Steven,Wood,1084.8600000000001
5906,Austin,Anderson,1079.97
6088,Mary,Brooks,1079.94
9059,Michael,Mills,1079.94
6345,David,Miller,1079.93
12038,Patricia,Smith,1079.93
6903,Alexander,Moore,1079.92
1957,Shirley,Smith,1079.91
791,Mary,Smith,1079.9
